"1801.06840","Daniel Boyanovsky","Daniel Boyanovsky","Information loss in effective field theory: entanglement and thermal
  entropies","published version","Phys. Rev. D 97, 065008 (2018)","10.1103/PhysRevD.97.065008",,"hep-th cond-mat.stat-mech hep-ph quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Integrating out high energy degrees of freedom to yield a low energy
effective field theory leads to a loss of information with a concomitant
increase in entropy. We obtain the effective field theory of a light scalar
field interacting with heavy fields after tracing out the heavy degrees of
freedom from the time evolved density matrix. The initial density matrix
describes the light field in its ground state and the heavy fields in
equilibrium at a common temperature $T$. For $T=0$, we obtain the reduced
density matrix in a perturbative expansion, it reveals an emergent mixed state
as a consequence of the entanglement between light and heavy fields. We obtain
the effective action that determines the time evolution of the \emph{reduced}
density matrix for the light field in a non-perturbative Dyson resummation of
one-loop correlations of the heavy fields. The Von-Neumann \emph{entanglement
entropy} associated with the reduced density matrix is obtained for the
non-resonant and resonant cases in the asymptotic long time limit. In the
non-resonant case the reduced density matrix displays an \emph{incipient}
thermalization albeit with a wave-vector, time and coupling dependent
\emph{effective temperature} as a consequence of memory of initial conditions.
The entanglement entropy is time independent and is the \emph{thermal entropy}
for this effective, non-equilibrium temperature. In the resonant case the light
field fully \emph{thermalizes} with the heavy fields, the reduced density
matrix looses memory of the initial conditions and the entanglement entropy
becomes the \emph{thermal entropy} of the light field. We discuss the relation
between the entanglement entropy ultraviolet divergences and renormalization.
","[{""version"":""v1"",""created"":""Sun, 21 Jan 2018 16:04:41 GMT""},{""version"":""v2"",""created"":""Tue, 13 Mar 2018 20:12:34 GMT""}]","2018-03-21"
"1801.06841","Qingqing Wu","An Li, Qingqing Wu, and Rui Zhang","UAV-Enabled Cooperative Jamming for Improving Secrecy of Ground Wiretap
  Channel","Keywords: UAV communication, physical layer security, mobile jammer,
  trajectory design, power control.
  http://ieeexplore.ieee.org/document/8247211/",,,,"cs.IT math.DS math.IT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This letter proposes a novel UAV-enabled mobile jamming scheme to improve the
secrecy rate of ground wiretap channel. Specifically, a UAV is employed to
transmit jamming signals to combat against eavesdropping. Such a mobile jamming
scheme is particularly appealing since the UAV-enabled jammer can fly close to
the eavesdropper and opportunistically jam it by leveraging the UAV's mobility.
We aim to maximize the average secrecy rate by jointly optimizing the UAV's
trajectory and jamming power over a given flight period. To make the problem
more tractable, we drive a closed-form lower bound for the achievable secrecy
rate, based on which the UAV's trajectory and transmit power are optimized
alternately by an efficient iterative algorithm applying the block coordinate
descent and successive convex optimization techniques. Simulation results
demonstrate that the proposed joint design can significantly enhance the
secrecy rate of the considered wiretap system as compared to benchmark schemes.
","[{""version"":""v1"",""created"":""Sun, 21 Jan 2018 16:05:17 GMT""},{""version"":""v2"",""created"":""Sat, 13 Oct 2018 07:08:21 GMT""}]","2018-10-16"
"1801.06842","Guanglei Cheng","Guanglei Cheng, Anil Annadi, Shicheng Lu, Hyungwoo Lee, Jung-Woo Lee,
  Mengchen Huang, Chang-Beom Eom, Patrick Irvin and Jeremy Levy","Shubnikov-de Haas-like Quantum Oscillations in Artificial
  One-Dimensional LaAlO3/SrTiO3 Electron Channels","16 pages, 4 figures","Phys. Rev. Lett. 120, 076801 (2018)","10.1103/PhysRevLett.120.076801",,"cond-mat.mes-hall","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The widely reported magnetoresistance oscillations in LaAlO3/SrTiO3
heterostructures have invariably been attributed to the Shubnikov-de Haas (SdH)
effect, despite a pronounced inconsistency with low-field Hall resistance
measurements. Here we report SdH-like resistance oscillations in quasi-1D
electron waveguides created at the LaAlO3/SrTiO3 interface by conductive atomic
force microscopy lithography. These oscillations can be directly attributed to
magnetic depopulation of magnetoelectric subbands. Our results suggest that the
SdH oscillations in 2D SrTiO3-based systems may originate from naturally
forming quasi-1D channels.
","[{""version"":""v1"",""created"":""Sun, 21 Jan 2018 16:06:08 GMT""}]","2018-02-19"
"1801.06843","Nikolay Vitanov k","Nikolay K. Vitanov, Zlatinka I. Dimitrova","On the modified method of simplest equation and the nonlinear
  Schr\""odinger equation","14 pages, no figures",,,,"nlin.SI","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We consider an extension of the methodology of the modified method of
simplest equation to the case of use of two simplest equations. The extended
methodology is applied for obtaining exact solutions of model nonlinear partial
differential equations for deep water waves: the nonlinear Schr\""odinger
equation. It is shown that the methodology works also for other equations of
the nonlinear Schr\""odinger kind.
","[{""version"":""v1"",""created"":""Sun, 21 Jan 2018 16:15:36 GMT""}]","2018-01-23"
"1801.06844","Sudipto Muhuri","Palka Puri, Nisha Gupta, Sameep Chandel, Supriyo Naskar, Anil Nair,
  Abhishek Chaudhuri, Mithun K. Mitra, and Sudipto Muhuri","Dynein catch bond as a mediator of codependent bidirectional cellular
  transport","14 pages, 13 figures","Phys. Rev. Research 1, 023019 (2019)","10.1103/PhysRevResearch.1.023019",,"physics.bio-ph q-bio.SC","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Intracellular bidirectional transport of cargo on microtubule filaments is
achieved by the collective action of oppositely directed dynein and kinesin
motors. Experiments have found that in certain cases, inhibiting the activity
of one type of motor results in an overall decline in the motility of the
cellular cargo in both directions. This counter-intuitive observation, referred
to as {\em paradox of codependence} is inconsistent with the existing paradigm
of a mechanistic tug-of-war between oppositely directed motors. Unlike kinesin,
dynein motors exhibit catchbonding, wherein the unbinding rates of these motors
decrease with increasing force on them. Incorporating this catchbonding
behavior of dynein in a theoretical model, we show that the functional
divergence of the two motors species manifests itself as an internal regulatory
mechanism, and leads to codependent transport behaviour in biologically
relevant regimes. Using analytical methods and stochastic simulations, we
analyse the processivity characteristics and probability distribution of run
times and pause times of transported cellular cargoes. We show that
catchbonding can drastically alter the transport characteristics and also
provide a plausible resolution of the paradox of codependence.
","[{""version"":""v1"",""created"":""Sun, 21 Jan 2018 16:19:06 GMT""},{""version"":""v2"",""created"":""Tue, 13 Aug 2019 18:37:08 GMT""}]","2019-09-25"
"1801.06845","Filippo Maria Bianchi","Filippo Maria Bianchi, Lorenzo Livi, Alberto Ferrante, Jelena
  Milosevic, Miroslaw Malek","Time series kernel similarities for predicting Paroxysmal Atrial
  Fibrillation from ECGs",,,,,"cs.LG eess.SP stat.ML","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We tackle the problem of classifying Electrocardiography (ECG) signals with
the aim of predicting the onset of Paroxysmal Atrial Fibrillation (PAF). Atrial
fibrillation is the most common type of arrhythmia, but in many cases PAF
episodes are asymptomatic. Therefore, in order to help diagnosing PAF, it is
important to design procedures for detecting and, more importantly, predicting
PAF episodes. We propose a method for predicting PAF events whose first step
consists of a feature extraction procedure that represents each ECG as a
multi-variate time series. Successively, we design a classification framework
based on kernel similarities for multi-variate time series, capable of handling
missing data. We consider different approaches to perform classification in the
original space of the multi-variate time series and in an embedding space,
defined by the kernel similarity measure. We achieve a classification accuracy
comparable with state of the art methods, with the additional advantage of
detecting the PAF onset up to 15 minutes in advance.
","[{""version"":""v1"",""created"":""Sun, 21 Jan 2018 16:28:23 GMT""},{""version"":""v2"",""created"":""Wed, 4 Apr 2018 20:03:05 GMT""}]","2018-04-06"
"1801.06846","Lu\'is M. S. Russo","Lu\'is M. S. Russo and Andreia Sofia Teixeira and Alexandre P
  Francisco","Linking and Cutting Spanning Trees","This research has received funding from the European Union's Horizon
  2020 research and innovation programme under the Marie Sklodowska-Curie
  Actions H2020-MSCA-RISE-2015 BIRDS GA No. 690941. Prototype implementation at
  https://github.com/LuisRusso-INESC-ID/LinkCutSpanningTrees","Algorithms 2018, 11(4), 53","10.3390/a11040053",,"cs.DS cs.DM","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We consider the problem of uniformly generating a spanning tree, of a
connected undirected graph. This process is useful to compute statistics,
namely for phylogenetic trees. We describe a Markov chain for producing these
trees. For cycle graphs we prove that this approach significantly outperforms
existing algorithms. For general graphs we obtain no analytical bounds, but
experimental results show that the chain still converges quickly. This yields
an efficient algorithm, also due to the use of proper fast data structures. To
bound the mixing time of the chain we describe a coupling, which we analyse for
cycle graphs and simulate for other graphs.
","[{""version"":""v1"",""created"":""Sun, 21 Jan 2018 16:30:50 GMT""},{""version"":""v2"",""created"":""Fri, 10 Jan 2020 18:38:37 GMT""},{""version"":""v3"",""created"":""Tue, 7 Jul 2020 15:20:29 GMT""}]","2020-07-08"
"1801.06847","Lakshmi Shrinivasan","Lakshmi Shrinivasan and Prasad N R","Monocular Imaging-based Autonomous Tracking for Low-cost Quad-rotor
  Design - TraQuad","19 pages, pre-print, 23 figures (ignoring nested figure count),
  Journal, robotics, drone, double column, Keywords: drone, image processing,
  quadcopter, control, machine learning, communication. This is our genuine and
  humble effort to publish our research on our innovation for which we have
  spent one and a half years to get the hardware and the custom software right",,,,"cs.RO","http://creativecommons.org/licenses/by-nc-sa/4.0/","  TraQuad is an autonomous tracking quadcopter capable of tracking any moving
(or static) object like cars, humans, other drones or any other object
on-the-go. This article describes the applications and advantages of TraQuad
and the reduction in cost (to about 250$) that has been achieved so far using
the hardware and software capabilities and our custom algorithms wherever
needed. This description is backed by strong data and the research analyses
which have been drawn out of extant information or conducted on own when
necessary. This also describes the development of completely autonomous (even
GPS is optional) low-cost drone which can act as a major platform for further
developments in automation, transportation, reconnaissance and more. We
describe our ROS Gazebo simulator and our STATUS algorithms which form the core
of our development of our object tracking drone for generic purposes.
","[{""version"":""v1"",""created"":""Sun, 21 Jan 2018 16:36:03 GMT""}]","2018-01-23"
"1801.06848","Boris Malomed","Vitaly Lutsky and Boris A. Malomed","Multi-soliton states under triangular spatial modulation of the
  quadratic nonlinearity","to be published in Eur. Phys. J. Special Topics (special issue
  ""Nonlinear Dynamics in Physics: New Techniques and Applications"")",,"10.1140/epjst/e2018-00127-4",,"nlin.PS physics.optics","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We introduce multi-soliton sets in the two-dimensional medium with the
second-harmonic-generating nonlinearity subject to spatial modulation in the
form of a triangle of singular peaks. Various families of symmetric and
asymmetric sets are constructed, and their stability is investigated. Stable
symmetric patterns may be built of 1, 4, or 7 individual solitons, while stable
asymmetric ones contain 1, 2, or 3 solitons. Symmetric and asymmetric patterns
may demonstrate mutual bistability. The shift of the asymmetric single-soliton
state from the central position is accurately predicted analytically. Vortex
rings composed of three solitons are produced too.
","[{""version"":""v1"",""created"":""Sun, 21 Jan 2018 16:37:20 GMT""}]","2018-11-14"
"1801.06849","Misha Verbitsky","Lev Birbrair, Alexandre Fernandes, J. Edson Sampaio, Misha Verbitsky","Multiplicity of singularities is not a bi-Lipschitz invariant","8 pages","Math. Ann. 377, 115-121 (2020)","10.1007/s00208-020-01958-x",,"math.AG","http://creativecommons.org/licenses/by-sa/4.0/","  It was conjectured that multiplicity of a singularity is bi-Lipschitz
invariant. We disprove this conjecture, constructing examples of bi-Lipschitz
equivalent complex algebraic singularities with different values of
multiplicity.
","[{""version"":""v1"",""created"":""Sun, 21 Jan 2018 16:52:29 GMT""}]","2021-09-20"
